,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region
8433,8200,APARTMENT,APARTMENT,239000.0,3,115.0,1,0,0,0,,0,,,2.0,0,JUST_RENOVATED,Sint-Andries,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8434,3080,HOUSE,VILLA,2490000.0,5,645.0,1,0,0,1,25.0,0,,1800.0,4.0,1,AS_NEW,Tervuren,Non,TERVUREN,BRABANT FLAMAND,VLAANDEREN
8435,1180,APARTMENT,APARTMENT,360000.0,3,115.0,1,0,0,1,10.0,0,,,3.0,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES
8436,8301,APARTMENT,APARTMENT,448000.0,2,80.0,1,0,0,0,,0,,,2.0,0,,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8437,1830,HOUSE,HOUSE,445000.0,4,208.0,1,0,0,0,,0,,220.0,2.0,0,AS_NEW,Machelen,Non,MACHELEN,BRABANT FLAMAND,VLAANDEREN
8438,8570,APARTMENT,APARTMENT,137500.0,1,44.0,1,0,0,1,6.0,0,,,,0,,Anzegem,Non,ANZEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8439,5100,HOUSE,HOUSE,285000.0,3,130.0,1,0,0,1,40.0,1,600.0,950.0,4.0,0,TO_BE_DONE_UP,Dave,Oui,NAMUR,NAMUR,WALLONIE
8440,7090,APARTMENT,APARTMENT,200000.0,2,,1,0,0,1,3.0,0,,,2.0,0,GOOD,Braine-Le-Comte,Non,BRAINE-LE-COMTE,HAINAUT,WALLONIE
8441,4800,HOUSE,HOUSE,87500.0,1,55.0,1,0,0,0,,0,,0.0,2.0,0,GOOD,Verviers,Non,VERVIERS,LIEGE,WALLONIE
8442,5100,HOUSE,HOUSE,325000.0,5,146.0,1,0,0,0,,0,,405.0,3.0,0,TO_BE_DONE_UP,Dave,Oui,NAMUR,NAMUR,WALLONIE
8443,1390,APARTMENT,DUPLEX,360000.0,2,139.0,1,0,0,1,16.0,0,,,,0,AS_NEW,Grez-Doiceau,Non,GREZ-DOICEAU,BRABANT WALLON,WALLONIE
8444,4032,HOUSE,APARTMENT_BLOCK,275000.0,4,300.0,1,0,0,0,,0,,120.0,2.0,0,TO_BE_DONE_UP,Chênée,Oui,LIÈGE,LIEGE,WALLONIE
8445,1300,HOUSE,HOUSE,160000.0,3,,0,0,0,0,,0,,276.0,,0,GOOD,Wavre,Non,WAVRE,BRABANT WALLON,WALLONIE
8446,6030,HOUSE,HOUSE,300000.0,6,250.0,1,0,0,0,,0,,310.0,,0,,Goutroux,Oui,CHARLEROI,HAINAUT,WALLONIE
8447,1435,APARTMENT,PENTHOUSE,369000.0,2,114.0,1,0,0,1,25.0,0,,,,0,AS_NEW,Mont-Saint-Guibert,Non,MONT-SAINT-GUIBERT,BRABANT WALLON,WALLONIE
8448,2000,APARTMENT,APARTMENT,795000.0,3,208.0,1,0,0,1,63.0,0,,,2.0,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
8449,8434,HOUSE,HOUSE,295000.0,3,100.0,1,0,0,1,55.0,0,,127.0,3.0,0,AS_NEW,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN
8450,1070,APARTMENT,APARTMENT,209000.0,2,63.0,1,0,0,0,,0,,,2.0,0,GOOD,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES
8451,8470,APARTMENT,APARTMENT,199000.0,2,81.0,0,0,0,1,,0,,,2.0,0,GOOD,Gistel,Non,GISTEL,FLANDRE-OCCIDENTALE,VLAANDEREN
8452,2812,APARTMENT,PENTHOUSE,248000.0,1,71.0,0,0,0,0,,0,,,,0,AS_NEW,Muizen,Oui,MECHELEN,ANVERS,VLAANDEREN
8453,8550,APARTMENT,APARTMENT,196749.0,2,85.0,1,0,0,1,,0,,,2.0,0,,Zwevegem,Non,ZWEVEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8454,9290,HOUSE,HOUSE,299000.0,2,202.0,0,0,0,0,,0,,266.0,2.0,0,,Berlare,Non,BERLARE,FLANDRE-ORIENTALE,VLAANDEREN
8455,2060,HOUSE,HOUSE,340000.0,3,160.0,1,0,0,1,11.0,1,15.0,78.0,2.0,0,GOOD,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
8456,8400,APARTMENT,APARTMENT,375000.0,2,117.0,1,0,0,1,33.0,0,,,,0,AS_NEW,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN
8457,1300,APARTMENT,APARTMENT,195000.0,2,105.0,1,0,0,1,5.0,0,,,2.0,0,TO_BE_DONE_UP,Wavre,Non,WAVRE,BRABANT WALLON,WALLONIE
8458,6987,HOUSE,HOUSE,439000.0,5,175.0,1,0,0,1,2.0,1,1289.0,1365.0,4.0,0,GOOD,Rendeux,Non,RENDEUX,LUXEMBOURG,WALLONIE
8459,1200,APARTMENT,APARTMENT,410000.0,3,109.0,1,0,0,1,6.0,0,,,2.0,0,GOOD,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES
8460,8470,HOUSE,HOUSE,289000.0,3,138.0,1,0,0,0,,0,,603.0,,0,GOOD,Gistel,Non,GISTEL,FLANDRE-OCCIDENTALE,VLAANDEREN
8461,6230,HOUSE,HOUSE,219000.0,3,135.0,1,0,0,0,,1,150.0,223.0,2.0,0,GOOD,Pont-À-Celles,Non,PONT-À-CELLES,HAINAUT,WALLONIE
8462,8930,APARTMENT,APARTMENT,271195.0,2,95.0,1,0,0,1,,0,,,,0,,Menen,Non,MENEN,FLANDRE-OCCIDENTALE,VLAANDEREN
8463,8420,HOUSE,CHALET,235000.0,3,100.0,1,1,0,1,30.0,0,,165.0,4.0,0,AS_NEW,De Haan,Non,DE HAAN,FLANDRE-OCCIDENTALE,VLAANDEREN
8464,4500,HOUSE,HOUSE,180000.0,3,,1,0,0,0,,0,,391.0,4.0,0,,Huy,Non,HUY,LIEGE,WALLONIE
8465,1420,APARTMENT,GROUND_FLOOR,785000.0,4,205.0,1,0,0,1,80.0,0,,,3.0,0,AS_NEW,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE
8466,8020,APARTMENT,APARTMENT,299000.0,2,120.0,0,0,0,1,,0,,,,0,AS_NEW,Oostkamp,Non,OOSTKAMP,FLANDRE-OCCIDENTALE,VLAANDEREN
8467,1090,APARTMENT,APARTMENT,249000.0,2,87.0,1,0,0,1,6.0,0,,,2.0,0,AS_NEW,Jette,Non,JETTE,BRUXELLES,BRUXELLES
8468,8930,HOUSE,HOUSE,130000.0,3,,1,0,0,1,,0,,43.0,2.0,0,GOOD,Menen,Non,MENEN,FLANDRE-OCCIDENTALE,VLAANDEREN
8469,9052,HOUSE,HOUSE,230000.0,3,110.0,1,0,0,1,10.0,1,10.0,60.0,,0,AS_NEW,Zwijnaarde,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN
8470,4280,HOUSE,COUNTRY_COTTAGE,330000.0,4,425.0,1,0,0,1,25.0,1,700.0,1195.0,4.0,0,GOOD,Hannut,Non,HANNUT,LIEGE,WALLONIE
8471,5500,HOUSE,HOUSE,374000.0,4,310.0,1,0,0,0,,0,,120.0,,0,GOOD,Dinant,Non,DINANT,NAMUR,WALLONIE
8472,9000,HOUSE,HOUSE,225000.0,2,100.0,0,0,0,0,,0,,0.0,2.0,0,,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN
8473,8620,HOUSE,HOUSE,90000.0,2,,0,0,0,0,,0,,116.0,2.0,0,,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN
8474,8300,APARTMENT,APARTMENT,1295000.0,3,124.0,0,0,0,1,3.0,0,,,,0,,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8475,1350,HOUSE,VILLA,408000.0,4,192.0,1,0,0,1,15.0,1,1334.0,1334.0,4.0,0,,Enines,Oui,ORP-JAUCHE,BRABANT WALLON,WALLONIE
8476,1083,APARTMENT,DUPLEX,330000.0,3,125.0,0,0,0,1,30.0,0,,,1.0,0,GOOD,Ganshoren,Non,GANSHOREN,BRUXELLES,BRUXELLES
8477,7970,HOUSE,HOUSE,240000.0,4,250.0,0,0,0,0,,0,,197.0,3.0,0,TO_BE_DONE_UP,Beloeil,Non,BELOEIL,HAINAUT,WALLONIE
8478,1457,HOUSE,HOUSE,650000.0,5,260.0,1,0,1,1,60.0,1,900.0,900.0,3.0,0,JUST_RENOVATED,Nil-Saint-Vincent-Saint-Martin,Oui,WALHAIN,BRABANT WALLON,WALLONIE
8479,1060,APARTMENT,DUPLEX,219000.0,1,50.0,1,0,0,0,,0,,,2.0,0,JUST_RENOVATED,Saint-Gilles,Non,SAINT-GILLES,BRUXELLES,BRUXELLES
8480,8370,HOUSE,HOUSE,150000.0,3,75.0,1,1,0,1,30.0,0,,61.0,2.0,0,TO_RENOVATE,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8481,1755,HOUSE,HOUSE,420000.0,4,193.0,1,0,0,1,30.0,1,,415.0,3.0,0,AS_NEW,Gooik,Non,GOOIK,BRABANT FLAMAND,VLAANDEREN
8482,2830,APARTMENT,APARTMENT,224000.0,1,72.0,1,0,0,1,9.0,0,,,2.0,0,AS_NEW,Willebroek,Non,WILLEBROEK,ANVERS,VLAANDEREN
8483,9220,APARTMENT,APARTMENT,219000.0,2,88.0,1,0,0,1,9.0,0,,,2.0,0,,Hamme,Non,HAMME,FLANDRE-ORIENTALE,VLAANDEREN
8484,1090,APARTMENT,APARTMENT,360000.0,2,109.0,1,0,0,1,24.0,0,,,2.0,0,GOOD,Jette,Non,JETTE,BRUXELLES,BRUXELLES
8485,8800,APARTMENT,APARTMENT,237000.0,2,101.0,1,0,0,1,6.0,0,,,,0,,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN
8486,7090,HOUSE,HOUSE,215000.0,4,150.0,1,0,0,1,,1,104.0,170.0,2.0,0,GOOD,Braine-Le-Comte,Non,BRAINE-LE-COMTE,HAINAUT,WALLONIE
8487,7370,APARTMENT,APARTMENT,290000.0,3,146.0,1,0,0,1,85.0,0,,,4.0,0,GOOD,Dour,Non,DOUR,HAINAUT,WALLONIE
8488,1030,HOUSE,MANSION,1165000.0,6,414.0,1,0,0,0,,1,90.0,174.0,2.0,0,JUST_RENOVATED,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES
8489,2000,APARTMENT,APARTMENT,875000.0,3,260.0,1,0,0,0,,1,90.0,,,0,GOOD,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
8490,9230,HOUSE,HOUSE,395000.0,4,232.0,1,0,0,1,45.0,1,45.0,220.0,2.0,0,GOOD,Wetteren,Non,WETTEREN,FLANDRE-ORIENTALE,VLAANDEREN
8491,2000,APARTMENT,APARTMENT,665000.0,3,200.0,0,0,0,1,15.0,0,,,2.0,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
8492,9600,HOUSE,HOUSE,260000.0,3,103.0,1,0,0,1,20.0,1,,425.0,3.0,0,,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN
8493,1420,HOUSE,HOUSE,320000.0,3,118.0,1,0,0,0,,1,,0.0,,0,GOOD,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE
8494,8300,HOUSE,VILLA,1875000.0,8,350.0,1,0,0,1,,0,,270.0,3.0,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8495,2830,HOUSE,HOUSE,275200.0,3,153.0,0,0,0,1,24.0,1,,218.0,3.0,0,,Willebroek,Non,WILLEBROEK,ANVERS,VLAANDEREN
8496,8434,APARTMENT,APARTMENT,259000.0,2,61.0,1,0,0,1,,0,,,2.0,0,AS_NEW,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN
8497,1420,HOUSE,VILLA,345000.0,3,130.0,1,0,0,1,,0,,591.0,4.0,0,TO_BE_DONE_UP,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE
8498,4420,APARTMENT,APARTMENT,195000.0,2,92.0,1,0,0,1,15.0,0,,,3.0,0,AS_NEW,Saint-Nicolas,Non,SAINT-NICOLAS,LIEGE,WALLONIE
8499,2800,HOUSE,HOUSE,195000.0,3,115.0,0,0,0,0,,0,,55.0,,0,TO_RENOVATE,Mechelen,Non,MECHELEN,ANVERS,VLAANDEREN
8500,8670,APARTMENT,APARTMENT,405000.0,2,116.0,0,0,0,0,,0,,,2.0,0,,Koksijde,Non,KOKSIJDE,FLANDRE-OCCIDENTALE,VLAANDEREN
8501,9700,APARTMENT,APARTMENT,157500.0,1,67.0,1,0,0,0,,1,,,,0,AS_NEW,Oudenaarde,Non,OUDENAARDE,FLANDRE-ORIENTALE,VLAANDEREN
8502,9040,APARTMENT,APARTMENT,295000.0,2,72.0,1,0,0,1,6.0,0,,,4.0,0,,Sint-Amandsberg,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN
8503,7050,APARTMENT,APARTMENT,172000.0,2,83.0,1,0,0,1,12.0,0,,,4.0,0,AS_NEW,Jurbise,Non,JURBISE,HAINAUT,WALLONIE
8504,8880,HOUSE,HOUSE,229000.0,3,,1,0,0,0,,0,,0.0,,0,GOOD,Ledegem,Non,LEDEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8505,2000,APARTMENT,APARTMENT,1350000.0,2,139.0,0,0,0,1,43.0,0,,,,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
8506,7141,HOUSE,HOUSE,69000.0,3,135.0,0,0,0,1,,0,,0.0,2.0,0,GOOD,Carnières,Oui,MORLANWELZ,HAINAUT,WALLONIE
8507,1150,HOUSE,VILLA,2985000.0,5,480.0,1,0,0,1,67.0,0,,1270.0,4.0,0,AS_NEW,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES
8508,8300,APARTMENT,APARTMENT,1250000.0,3,115.0,1,1,0,1,,0,,,,0,JUST_RENOVATED,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8509,1410,HOUSE,HOUSE,1180000.0,5,300.0,1,0,0,1,,1,1800.0,2000.0,4.0,0,TO_BE_DONE_UP,Waterloo,Non,WATERLOO,BRABANT WALLON,WALLONIE
8510,8620,APARTMENT,APARTMENT,165000.0,1,38.0,0,0,0,1,,1,,,,0,TO_BE_DONE_UP,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN
8511,4610,HOUSE,HOUSE,165000.0,4,102.0,1,0,0,1,24.0,0,,80.0,2.0,0,TO_BE_DONE_UP,Beyne-Heusay,Non,BEYNE-HEUSAY,LIEGE,WALLONIE
8512,3440,HOUSE,HOUSE,125000.0,3,,1,0,0,0,,0,,986.0,4.0,0,TO_RENOVATE,Zoutleeuw,Non,ZOUTLEEUW,BRABANT FLAMAND,VLAANDEREN
8513,9180,APARTMENT,APARTMENT,271000.0,2,85.0,1,0,0,1,17.0,0,,,,0,AS_NEW,Moerbeke-Waas,Non,MOERBEKE-WAAS,FLANDRE-ORIENTALE,VLAANDEREN
8514,1083,APARTMENT,APARTMENT,139000.0,1,55.0,1,0,0,1,13.0,0,,,,0,TO_BE_DONE_UP,Ganshoren,Non,GANSHOREN,BRUXELLES,BRUXELLES
8515,4000,HOUSE,HOUSE,450000.0,4,352.0,0,0,0,0,,0,,0.0,3.0,0,,Liège,Non,LIÈGE,LIEGE,WALLONIE
8516,1325,APARTMENT,APARTMENT,218000.0,2,110.0,1,0,0,0,,0,,,2.0,0,GOOD,Chaumont-Gistoux,Non,CHAUMONT-GISTOUX,BRABANT WALLON,WALLONIE
8517,6031,HOUSE,HOUSE,188000.0,2,236.0,1,0,0,0,,0,,220.0,2.0,0,GOOD,Monceau-Sur-Sambre,Oui,CHARLEROI,HAINAUT,WALLONIE
8518,1030,APARTMENT,APARTMENT,308500.0,2,102.0,1,0,0,0,,0,,,4.0,0,AS_NEW,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES
8519,6001,HOUSE,VILLA,425000.0,6,230.0,1,0,1,1,30.0,1,1000.0,1600.0,4.0,1,,Marcinelle,Oui,CHARLEROI,HAINAUT,WALLONIE
8520,4520,APARTMENT,DUPLEX,275000.0,3,132.0,1,0,0,1,64.0,0,,,4.0,0,AS_NEW,Wanze,Non,WANZE,LIEGE,WALLONIE
8521,8020,HOUSE,HOUSE,350000.0,5,,1,0,0,1,,0,,195.0,,0,AS_NEW,Oostkamp,Non,OOSTKAMP,FLANDRE-OCCIDENTALE,VLAANDEREN
8522,3500,HOUSE,HOUSE,395000.0,3,136.0,1,0,0,0,,0,,179.0,,0,,Hasselt,Non,HASSELT,LIMBOURG,VLAANDEREN
8523,4257,HOUSE,EXCEPTIONAL_PROPERTY,595000.0,5,270.0,1,0,0,1,,1,2300.0,2680.0,4.0,1,AS_NEW,Berloz,Non,BERLOZ,LIEGE,WALLONIE
8524,8370,APARTMENT,APARTMENT,266250.0,1,76.0,1,0,0,1,21.0,0,,,4.0,0,,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8525,1050,APARTMENT,APARTMENT,380000.0,1,75.0,1,0,0,1,3.0,0,,,,0,GOOD,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES
8526,1070,APARTMENT,APARTMENT,335000.0,3,125.0,1,0,0,1,17.0,0,,,4.0,0,AS_NEW,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES
8527,8670,HOUSE,HOUSE,285000.0,3,65.0,1,0,0,1,,1,351.0,351.0,,0,AS_NEW,Koksijde,Non,KOKSIJDE,FLANDRE-OCCIDENTALE,VLAANDEREN
8528,8560,HOUSE,HOUSE,295000.0,3,180.0,0,0,0,0,,0,,377.0,4.0,0,AS_NEW,Wevelgem,Non,WEVELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
8529,9600,APARTMENT,APARTMENT,680000.0,7,600.0,1,0,0,0,,0,,,3.0,0,GOOD,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN
8530,9900,APARTMENT,APARTMENT,219000.0,2,93.0,0,0,0,1,13.0,1,92.0,,,0,,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN
8531,8530,APARTMENT,APARTMENT,180000.0,2,83.0,0,0,0,0,,1,43.0,,2.0,0,,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN
8532,8300,APARTMENT,DUPLEX,595000.0,2,120.0,1,0,0,0,,0,,,,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8533,1785,HOUSE,COUNTRY_COTTAGE,559000.0,4,216.0,1,0,0,1,,0,,679.0,4.0,1,GOOD,Merchtem,Non,MERCHTEM,BRABANT FLAMAND,VLAANDEREN
8534,9860,HOUSE,HOUSE,377894.0,3,182.0,0,0,0,1,,1,117.0,210.0,2.0,0,AS_NEW,Oosterzele,Non,OOSTERZELE,FLANDRE-ORIENTALE,VLAANDEREN
8535,6180,HOUSE,VILLA,325000.0,5,228.0,1,0,0,1,,0,,1000.0,4.0,0,GOOD,Courcelles,Non,COURCELLES,HAINAUT,WALLONIE
8536,8310,HOUSE,HOUSE,285000.0,4,142.0,1,0,0,1,,0,,284.0,3.0,0,,Assebroek,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8537,8340,HOUSE,HOUSE,300000.0,3,114.0,1,0,0,0,,1,,157.0,,0,AS_NEW,Damme,Non,DAMME,FLANDRE-OCCIDENTALE,VLAANDEREN
8538,4780,HOUSE,HOUSE,180000.0,5,196.0,0,0,0,0,,0,,1768.0,4.0,0,TO_RENOVATE,Saint-Vith,Non,SAINT-VITH,LIEGE,WALLONIE
8539,6800,APARTMENT,APARTMENT,139000.0,1,48.0,0,0,0,0,,0,,,4.0,0,,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
8540,1180,APARTMENT,APARTMENT,445000.0,2,86.0,1,0,1,1,13.0,0,,,2.0,0,JUST_RENOVATED,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES
8541,1150,HOUSE,VILLA,2750000.0,8,,1,0,0,1,,0,,1700.0,4.0,0,AS_NEW,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES
8542,1390,APARTMENT,DUPLEX,360000.0,2,143.0,1,0,0,1,12.0,0,,,,0,AS_NEW,Grez-Doiceau,Non,GREZ-DOICEAU,BRABANT WALLON,WALLONIE
8543,2220,HOUSE,HOUSE,444100.0,3,217.0,1,0,0,0,,0,,993.0,4.0,0,AS_NEW,Heist-Op-Den-Berg,Non,HEIST-OP-DEN-BERG,ANVERS,VLAANDEREN
8544,1340,HOUSE,VILLA,449000.0,3,188.0,1,0,0,1,10.0,1,781.0,0.0,,0,AS_NEW,Ottignies,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON,WALLONIE
8545,6061,HOUSE,HOUSE,160000.0,2,200.0,0,0,0,0,,0,,138.0,2.0,0,GOOD,Montignies-Sur-Sambre,Oui,CHARLEROI,HAINAUT,WALLONIE
8546,1050,APARTMENT,APARTMENT,480000.0,2,120.0,1,0,0,1,,0,,,2.0,0,JUST_RENOVATED,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES
8547,6031,HOUSE,HOUSE,95000.0,2,121.0,1,0,0,1,,0,,119.0,2.0,0,TO_RENOVATE,Monceau-Sur-Sambre,Oui,CHARLEROI,HAINAUT,WALLONIE
8548,9000,APARTMENT,APARTMENT,796000.0,5,210.0,1,0,0,1,20.0,0,,,2.0,0,AS_NEW,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN
8549,8370,APARTMENT,APARTMENT,180000.0,2,,1,0,0,0,,0,,,,0,,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN
8550,8300,APARTMENT,FLAT_STUDIO,219500.0,0,35.0,0,0,0,0,,0,,,2.0,0,GOOD,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
8551,1700,APARTMENT,DUPLEX,369000.0,3,162.0,1,0,0,1,19.0,0,,,3.0,0,AS_NEW,Dilbeek,Non,DILBEEK,BRABANT FLAMAND,VLAANDEREN
8552,4102,APARTMENT,DUPLEX,199000.0,3,150.0,1,0,0,0,,0,,,2.0,0,GOOD,Ougrée,Oui,SERAING,LIEGE,WALLONIE
8553,9810,HOUSE,HOUSE,525000.0,4,264.0,1,0,0,0,,1,,1575.0,,0,GOOD,Nazareth,Non,NAZARETH,FLANDRE-ORIENTALE,VLAANDEREN
8554,3740,HOUSE,HOUSE,229000.0,3,218.0,1,0,0,0,,0,,579.0,3.0,0,,Bilzen,Non,BILZEN,LIMBOURG,VLAANDEREN
8555,8400,APARTMENT,APARTMENT,375000.0,2,117.0,1,0,0,1,33.0,0,,,,0,AS_NEW,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN
8556,8530,APARTMENT,APARTMENT,274500.0,3,,0,0,0,0,,0,,,,0,TO_BE_DONE_UP,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN
8557,1500,HOUSE,HOUSE,695000.0,2,153.0,1,0,0,1,,0,,1897.0,3.0,0,GOOD,Halle,Non,HALLE,BRABANT FLAMAND,VLAANDEREN
8558,9500,HOUSE,HOUSE,289000.0,3,110.0,1,0,0,1,43.0,0,,120.0,2.0,0,AS_NEW,Geraardsbergen,Non,GERAARDSBERGEN,FLANDRE-ORIENTALE,VLAANDEREN
8559,9900,HOUSE,HOUSE,245000.0,4,,1,0,0,0,,1,,142.0,2.0,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN
8560,9600,HOUSE,HOUSE,130000.0,2,120.0,1,0,0,0,,0,,80.0,,0,TO_RENOVATE,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN
8561,6240,HOUSE,HOUSE,219000.0,4,190.0,1,0,0,1,50.0,1,300.0,436.0,2.0,0,JUST_RENOVATED,Farciennes,Non,FARCIENNES,HAINAUT,WALLONIE
8562,8750,APARTMENT,APARTMENT,248000.0,2,101.0,0,0,0,1,13.0,0,,,2.0,0,GOOD,Wingene,Non,WINGENE,FLANDRE-OCCIDENTALE,VLAANDEREN
8563,2000,APARTMENT,PENTHOUSE,1795000.0,2,180.0,1,0,0,1,40.0,0,,,2.0,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
8564,7380,HOUSE,HOUSE,95000.0,2,119.0,1,0,0,1,,0,,776.0,2.0,0,TO_RENOVATE,Quiévrain,Non,QUIÉVRAIN,HAINAUT,WALLONIE
8565,2100,APARTMENT,LOFT,249000.0,0,200.0,1,0,0,0,,0,,,2.0,0,,Deurne,Oui,ANTWERPEN,ANVERS,VLAANDEREN
8566,2980,HOUSE,HOUSE,375000.0,5,217.0,1,0,0,1,,1,,551.0,,0,GOOD,Zoersel,Non,ZOERSEL,ANVERS,VLAANDEREN
8567,7801,HOUSE,APARTMENT_BLOCK,360000.0,5,360.0,1,0,0,0,,0,,3076.0,,0,GOOD,Irchonwelz,Oui,ATH,HAINAUT,WALLONIE
8568,1000,APARTMENT,APARTMENT,420000.0,2,102.0,1,0,0,1,12.0,0,,,2.0,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES
8569,9300,APARTMENT,APARTMENT,299000.0,2,,1,0,0,1,40.0,1,,,,0,AS_NEW,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN
8570,9255,HOUSE,HOUSE,365000.0,4,210.0,1,0,0,0,,0,,1044.0,,0,,Buggenhout,Non,BUGGENHOUT,FLANDRE-ORIENTALE,VLAANDEREN
8571,1070,APARTMENT,DUPLEX,220000.0,3,97.0,0,0,0,0,,0,,,,0,JUST_RENOVATED,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES
8572,3390,HOUSE,HOUSE,427120.0,4,175.0,0,0,0,0,,0,,1240.0,4.0,0,,Houwaart,Oui,TIELT-WINGE,BRABANT FLAMAND,VLAANDEREN
8573,4140,HOUSE,HOUSE,275000.0,3,165.0,1,0,0,1,,0,,0.0,3.0,0,AS_NEW,Sprimont,Non,SPRIMONT,LIEGE,WALLONIE
8574,4000,APARTMENT,APARTMENT,195000.0,2,98.0,1,0,0,1,13.0,0,,,2.0,0,TO_RENOVATE,Liège,Non,LIÈGE,LIEGE,WALLONIE
8575,8800,HOUSE,HOUSE,245000.0,3,125.0,1,0,0,1,,1,,240.0,,0,AS_NEW,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN
8576,8780,APARTMENT,APARTMENT,224000.0,3,164.0,0,0,0,1,,0,,,,0,AS_NEW,Oostrozebeke,Non,OOSTROZEBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN
