,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region
0,6800,HOUSE,HOUSE,295000.0,5,460.0,1,0,0,1,10.0,0,,321.0,2.0,0,TO_BE_DONE_UP,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
1,7800,HOUSE,HOUSE,230000.0,4,128.0,0,0,0,0,,0,,570.0,4.0,0,,Ath,Non,ATH,HAINAUT,WALLONIE
2,8760,HOUSE,HOUSE,145000.0,6,,0,0,0,0,,1,,233.0,,0,TO_RENOVATE,Meulebeke,Non,MEULEBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN
3,6044,HOUSE,HOUSE,130000.0,2,110.0,1,1,0,1,,1,300.0,470.0,3.0,0,TO_BE_DONE_UP,Roux,Oui,CHARLEROI,HAINAUT,WALLONIE
4,4970,HOUSE,HOUSE,450000.0,9,400.0,1,0,0,0,,1,1300.0,1500.0,4.0,0,,Stavelot,Non,STAVELOT,LIEGE,WALLONIE
5,9890,HOUSE,MANSION,435000.0,5,452.0,0,0,0,0,,1,,460.0,4.0,0,TO_RENOVATE,Gavere,Non,GAVERE,FLANDRE-ORIENTALE,VLAANDEREN
6,9450,HOUSE,HOUSE,265000.0,3,180.0,0,0,0,0,,1,,240.0,,0,TO_BE_DONE_UP,Haaltert,Non,HAALTERT,FLANDRE-ORIENTALE,VLAANDEREN
7,4020,HOUSE,HOUSE,121000.0,3,85.0,1,0,0,1,20.0,0,,69.0,,0,GOOD,Liège,Non,LIÈGE,LIEGE,WALLONIE
8,1160,HOUSE,HOUSE,550000.0,3,150.0,0,0,1,1,10.0,1,100.0,141.0,2.0,0,TO_RENOVATE,Auderghem,Non,AUDERGHEM,BRUXELLES,BRUXELLES
9,1850,HOUSE,HOUSE,490000.0,4,200.0,1,0,0,0,,1,90.0,190.0,,0,GOOD,Grimbergen,Non,GRIMBERGEN,BRABANT FLAMAND,VLAANDEREN
10,8610,HOUSE,HOUSE,185000.0,3,,0,0,0,0,,0,,1446.0,3.0,0,,Kortemark,Non,KORTEMARK,FLANDRE-OCCIDENTALE,VLAANDEREN
11,8380,HOUSE,MIXED_USE_BUILDING,519000.0,3,310.0,0,0,0,0,,0,,464.0,,0,JUST_RENOVATED,Dudzele,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
12,2170,HOUSE,HOUSE,325000.0,3,145.0,1,0,0,1,17.0,1,62.0,130.0,2.0,0,JUST_RENOVATED,Merksem,Oui,ANTWERPEN,ANVERS,VLAANDEREN
13,8830,HOUSE,HOUSE,245000.0,3,131.0,1,0,0,1,,1,1.0,672.0,,0,GOOD,Hooglede,Non,HOOGLEDE,FLANDRE-OCCIDENTALE,VLAANDEREN
14,1380,HOUSE,VILLA,3600000.0,3,,0,0,1,1,,0,,29000.0,4.0,0,AS_NEW,Couture-Saint-Germain,Oui,LASNE,BRABANT WALLON,WALLONIE
15,4400,HOUSE,HOUSE,277227.0,3,,0,0,0,1,,0,,338.0,2.0,0,,Awirs,Oui,FLÉMALLE,LIEGE,WALLONIE
16,6000,HOUSE,TOWN_HOUSE,150000.0,2,80.0,1,0,0,1,45.0,0,,0.0,2.0,0,TO_RENOVATE,Charleroi,Non,CHARLEROI,HAINAUT,WALLONIE
17,2640,HOUSE,HOUSE,210000.0,3,,0,0,0,0,,0,,116.0,2.0,0,TO_RENOVATE,Mortsel,Non,MORTSEL,ANVERS,VLAANDEREN
18,6044,HOUSE,HOUSE,145000.0,3,120.0,1,0,0,1,,0,,0.0,2.0,0,TO_BE_DONE_UP,Roux,Oui,CHARLEROI,HAINAUT,WALLONIE
19,9600,APARTMENT,APARTMENT,165000.0,1,69.0,1,0,0,0,,1,42.0,,2.0,0,GOOD,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN
20,2000,HOUSE,MIXED_USE_BUILDING,829000.0,3,308.0,1,0,0,0,,0,,83.0,3.0,0,,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
21,2560,HOUSE,HOUSE,324000.0,3,196.0,1,0,0,1,11.0,1,30.0,126.0,2.0,0,,Nijlen,Non,NIJLEN,ANVERS,VLAANDEREN
22,8000,HOUSE,HOUSE,405000.0,4,166.0,0,0,0,0,,0,,195.0,,0,,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
23,1500,HOUSE,MIXED_USE_BUILDING,550000.0,4,474.0,0,0,0,0,,0,,229.0,,0,,Halle,Non,HALLE,BRABANT FLAMAND,VLAANDEREN
24,8710,HOUSE,HOUSE,412000.0,3,142.0,1,0,0,1,15.0,0,,389.0,2.0,0,GOOD,Wielsbeke,Non,WIELSBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN
25,1325,APARTMENT,DUPLEX,265000.0,2,93.0,1,0,0,1,12.0,0,,,4.0,0,,Chaumont-Gistoux,Non,CHAUMONT-GISTOUX,BRABANT WALLON,WALLONIE
26,1330,HOUSE,VILLA,749000.0,9,420.0,1,0,0,1,,0,,1296.0,4.0,0,GOOD,Rixensart,Non,RIXENSART,BRABANT WALLON,WALLONIE
27,2170,APARTMENT,APARTMENT,235000.0,2,,0,0,0,0,,1,249.0,,,0,,Merksem,Oui,ANTWERPEN,ANVERS,VLAANDEREN
28,9120,APARTMENT,APARTMENT,322500.0,2,106.0,1,0,0,1,32.0,0,,,,0,,Beveren-Waas,Non,BEVEREN-WAAS,FLANDRE-ORIENTALE,VLAANDEREN
29,9402,APARTMENT,APARTMENT,167990.0,1,60.0,0,0,0,0,,0,,,,0,,Meerbeke,Oui,NINOVE,FLANDRE-ORIENTALE,VLAANDEREN
30,2000,APARTMENT,APARTMENT,256000.0,1,80.0,1,0,0,0,,0,,,2.0,0,GOOD,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
31,8310,APARTMENT,GROUND_FLOOR,219000.0,2,92.0,0,0,0,0,,0,,,,0,,Assebroek,Oui,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
32,4500,APARTMENT,APARTMENT,208000.0,2,90.0,0,0,0,1,10.0,0,,,,0,,Huy,Non,HUY,LIEGE,WALLONIE
33,3590,APARTMENT,APARTMENT,221340.0,2,99.0,1,0,0,1,10.0,0,,,,0,AS_NEW,Diepenbeek,Non,DIEPENBEEK,LIMBOURG,VLAANDEREN
34,2000,APARTMENT,APARTMENT,235000.0,1,50.0,1,1,0,1,4.0,0,,,2.0,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
35,4987,HOUSE,HOUSE,120000.0,2,120.0,0,0,0,0,,0,,400.0,3.0,0,TO_RESTORE,Stoumont,Non,STOUMONT,LIEGE,WALLONIE
36,8800,APARTMENT,PENTHOUSE,120000.0,2,88.0,0,0,0,1,,0,,,2.0,0,GOOD,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN
37,9280,APARTMENT,APARTMENT,230000.0,2,92.0,1,0,0,1,,0,,,,0,AS_NEW,Lebbeke,Non,LEBBEKE,FLANDRE-ORIENTALE,VLAANDEREN
38,4500,APARTMENT,APARTMENT,183000.0,2,80.0,0,0,0,1,5.0,0,,,2.0,0,,Huy,Non,HUY,LIEGE,WALLONIE
39,7500,HOUSE,VILLA,2400000.0,5,536.0,1,0,0,1,,0,,7165.0,4.0,1,AS_NEW,Tournai,Non,TOURNAI,HAINAUT,WALLONIE
40,1050,APARTMENT,APARTMENT,345000.0,1,65.0,0,1,0,1,7.0,0,,,,0,,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES
41,9200,HOUSE,MIXED_USE_BUILDING,1290000.0,2,1108.0,1,0,0,0,,0,,2340.0,4.0,0,,Dendermonde,Non,DENDERMONDE,FLANDRE-ORIENTALE,VLAANDEREN
42,7700,HOUSE,HOUSE,219000.0,3,115.0,1,0,0,1,17.0,1,134.0,229.0,2.0,0,GOOD,Mouscron,Non,MOUSCRON,HAINAUT,WALLONIE
43,4680,HOUSE,HOUSE,429000.0,6,270.0,1,0,1,1,,1,,1724.0,4.0,0,GOOD,Oupeye,Non,OUPEYE,LIEGE,WALLONIE
44,9300,APARTMENT,PENTHOUSE,450000.0,1,123.0,0,0,0,0,,0,,,,0,AS_NEW,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN
45,9600,HOUSE,MANSION,265000.0,4,245.0,1,0,0,0,,0,,237.0,2.0,0,,Renaix,Non,RENAIX,FLANDRE-ORIENTALE,VLAANDEREN
46,4100,HOUSE,HOUSE,165000.0,2,120.0,1,0,0,1,40.0,1,145.0,246.0,2.0,0,GOOD,Seraing,Non,SERAING,LIEGE,WALLONIE
47,1000,HOUSE,MIXED_USE_BUILDING,595000.0,3,304.0,1,0,0,1,40.0,0,,71.0,2.0,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES
48,1620,HOUSE,HOUSE,325000.0,3,150.0,1,0,0,1,24.0,1,100.0,0.0,2.0,0,GOOD,Drogenbos,Non,DROGENBOS,BRABANT FLAMAND,VLAANDEREN
49,9040,APARTMENT,DUPLEX,275000.0,3,104.0,1,0,0,1,37.0,0,,,,0,,Sint-Amandsberg,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN
50,3740,HOUSE,HOUSE,415000.0,3,163.0,1,0,0,1,,1,,468.0,,0,AS_NEW,Bilzen,Non,BILZEN,LIMBOURG,VLAANDEREN
51,8930,APARTMENT,APARTMENT,175000.0,3,,1,0,0,0,,0,,,,0,AS_NEW,Menen,Non,MENEN,FLANDRE-OCCIDENTALE,VLAANDEREN
52,6600,HOUSE,HOUSE,120000.0,3,121.0,1,0,0,0,,0,,176.0,3.0,0,TO_BE_DONE_UP,Bastogne,Non,BASTOGNE,LUXEMBOURG,WALLONIE
53,7134,HOUSE,HOUSE,95000.0,2,119.0,1,0,0,0,,0,,170.0,2.0,0,TO_RENOVATE,Epinois,Oui,BINCHE,HAINAUT,WALLONIE
54,1770,APARTMENT,APARTMENT,189000.0,3,96.0,1,0,0,1,8.0,0,,,4.0,0,TO_RENOVATE,Liedekerke,Non,LIEDEKERKE,BRABANT FLAMAND,VLAANDEREN
55,8300,HOUSE,VILLA,3000000.0,4,260.0,1,0,0,1,,1,1171.0,1171.0,4.0,1,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
56,8301,APARTMENT,APARTMENT,308500.0,2,83.0,1,0,0,1,,0,,,,0,AS_NEW,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
57,8210,HOUSE,HOUSE,435000.0,4,282.0,1,0,0,0,,0,,989.0,4.0,0,GOOD,Zedelgem,Non,ZEDELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
58,6800,HOUSE,HOUSE,175000.0,3,172.0,0,0,0,1,,1,1000.0,1254.0,4.0,0,TO_RENOVATE,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
59,1420,HOUSE,HOUSE,295000.0,4,180.0,1,0,0,1,22.0,1,82.0,190.0,2.0,0,TO_RENOVATE,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE
60,4051,HOUSE,HOUSE,235000.0,3,134.0,1,0,0,1,44.0,1,400.0,563.0,4.0,0,,Vaux-Sous-Chèvremont,Oui,CHAUDFONTAINE,LIEGE,WALLONIE
61,4100,HOUSE,HOUSE,275000.0,5,300.0,1,0,0,1,25.0,1,280.0,355.0,2.0,0,GOOD,Seraing,Non,SERAING,LIEGE,WALLONIE
62,1000,APARTMENT,LOFT,750000.0,2,172.0,1,0,0,1,33.0,0,,,,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES
63,8620,APARTMENT,APARTMENT,675000.0,3,130.0,1,1,0,1,,1,,,,0,,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN
64,4870,APARTMENT,APARTMENT,175000.0,2,100.0,1,0,0,0,,0,,,,0,AS_NEW,Forêt,Oui,TROOZ,LIEGE,WALLONIE
65,9200,HOUSE,HOUSE,277500.0,4,154.0,1,0,0,1,,1,242.0,481.0,3.0,0,,Dendermonde,Non,DENDERMONDE,FLANDRE-ORIENTALE,VLAANDEREN
66,8930,APARTMENT,PENTHOUSE,193600.0,2,82.0,1,0,0,1,10.0,1,12.0,,2.0,0,GOOD,Menen,Non,MENEN,FLANDRE-OCCIDENTALE,VLAANDEREN
67,4250,HOUSE,HOUSE,219000.0,3,163.0,1,0,0,1,24.0,1,950.0,1223.0,3.0,0,GOOD,Geer,Non,GEER,LIEGE,WALLONIE
68,1348,APARTMENT,PENTHOUSE,630000.0,204,204.0,0,0,0,0,,0,,,4.0,0,AS_NEW,Louvain-La-Neuve,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON,WALLONIE
69,9100,APARTMENT,APARTMENT,313000.0,3,130.0,1,0,0,1,9.0,0,,,3.0,0,GOOD,Sint-Niklaas,Non,SINT-NIKLAAS,FLANDRE-ORIENTALE,VLAANDEREN
70,8400,APARTMENT,APARTMENT,589000.0,3,116.0,1,0,1,0,,0,,,2.0,0,JUST_RENOVATED,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN
71,2830,APARTMENT,APARTMENT,234000.0,3,106.0,1,0,0,0,,0,,,2.0,0,GOOD,Willebroek,Non,WILLEBROEK,ANVERS,VLAANDEREN
72,7090,HOUSE,VILLA,540000.0,3,185.0,1,0,0,1,25.0,1,,2222.0,4.0,0,GOOD,Braine-Le-Comte,Non,BRAINE-LE-COMTE,HAINAUT,WALLONIE
73,2180,HOUSE,HOUSE,540000.0,4,220.0,1,0,0,1,20.0,1,311.0,312.0,,0,AS_NEW,Ekeren,Oui,ANTWERPEN,ANVERS,VLAANDEREN
74,1420,HOUSE,VILLA,875000.0,6,302.0,1,0,0,1,,1,2500.0,3596.0,4.0,0,TO_BE_DONE_UP,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE
75,8580,HOUSE,HOUSE,214000.0,3,125.0,0,0,0,0,,1,327.0,486.0,2.0,0,TO_BE_DONE_UP,Avelgem,Non,AVELGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
76,6183,APARTMENT,APARTMENT,129000.0,2,117.0,1,0,0,1,,0,,,2.0,0,GOOD,Trazegnies,Oui,COURCELLES,HAINAUT,WALLONIE
77,1050,APARTMENT,PENTHOUSE,799000.0,3,164.0,1,0,0,1,20.0,0,,,,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES
78,8400,APARTMENT,APARTMENT,299000.0,3,114.0,1,0,0,1,12.0,0,,,2.0,0,GOOD,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN
79,3290,HOUSE,HOUSE,229000.0,3,143.0,1,0,0,1,63.0,1,190.0,488.0,3.0,0,GOOD,Diest,Non,DIEST,BRABANT FLAMAND,VLAANDEREN
80,8300,APARTMENT,APARTMENT,895000.0,3,90.0,0,0,0,1,,0,,,2.0,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
81,9900,APARTMENT,SERVICE_FLAT,199000.0,1,67.0,1,0,0,1,12.0,0,,,4.0,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN
82,8000,APARTMENT,GROUND_FLOOR,299000.0,2,90.0,1,0,0,1,14.0,0,,,,0,AS_NEW,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN
83,9991,APARTMENT,APARTMENT,266500.0,2,99.0,1,0,0,0,,0,,,3.0,0,AS_NEW,Adegem,Oui,MALDEGEM,FLANDRE-ORIENTALE,VLAANDEREN
84,8870,APARTMENT,APARTMENT,279000.0,2,101.0,1,0,0,1,11.0,1,,,2.0,0,,Izegem,Non,IZEGEM,FLANDRE-OCCIDENTALE,VLAANDEREN
85,9140,APARTMENT,APARTMENT,145000.0,2,85.0,1,0,0,1,8.0,0,,,2.0,0,,Temse,Non,TEMSE,FLANDRE-ORIENTALE,VLAANDEREN
86,1640,APARTMENT,APARTMENT,449500.0,2,118.0,1,0,0,1,17.0,0,,,4.0,0,,Rhode-Saint-Genèse,Non,RHODE-SAINT-GENÈSE,BRABANT FLAMAND,VLAANDEREN
87,6800,HOUSE,HOUSE,539000.0,5,596.0,1,0,1,1,38.0,1,1300.0,1500.0,4.0,0,AS_NEW,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
88,8434,APARTMENT,APARTMENT,225000.0,2,52.0,1,0,0,1,,0,,,2.0,0,GOOD,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN
89,4000,HOUSE,HOUSE,189000.0,7,264.0,1,0,0,1,6.0,0,,100.0,2.0,0,,Liège,Non,LIÈGE,LIEGE,WALLONIE
90,9550,APARTMENT,APARTMENT,251500.0,2,86.0,1,0,0,1,11.0,1,61.0,,,0,AS_NEW,Herzele,Non,HERZELE,FLANDRE-ORIENTALE,VLAANDEREN
91,8300,APARTMENT,APARTMENT,1325000.0,3,115.0,1,0,0,1,15.0,0,,,2.0,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN
92,1180,APARTMENT,APARTMENT,575000.0,3,180.0,1,0,0,0,,0,,,2.0,0,TO_RENOVATE,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES
93,1080,APARTMENT,APARTMENT,249000.0,2,101.0,1,0,0,1,11.0,0,,,2.0,0,AS_NEW,Molenbeek-Saint-Jean,Non,MOLENBEEK-SAINT-JEAN,BRUXELLES,BRUXELLES
94,1040,APARTMENT,APARTMENT,365000.0,2,90.0,1,0,0,1,6.0,0,,,2.0,0,AS_NEW,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES
95,7904,HOUSE,HOUSE,398000.0,3,244.0,1,0,0,1,12.0,1,,4631.0,4.0,0,,Pipaix,Oui,LEUZE-EN-HAINAUT,HAINAUT,WALLONIE
96,1050,APARTMENT,APARTMENT,650000.0,2,172.0,1,0,0,1,,0,,,2.0,0,TO_BE_DONE_UP,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES
97,9900,APARTMENT,GROUND_FLOOR,207000.0,2,90.0,1,0,0,1,46.0,1,45.0,,4.0,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN
98,1180,APARTMENT,PENTHOUSE,585000.0,2,122.0,1,0,0,1,75.0,0,,,4.0,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES
99,1180,APARTMENT,PENTHOUSE,1100000.0,4,297.0,1,0,0,1,45.0,0,,,3.0,1,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES
100,8500,HOUSE,HOUSE,230000.0,3,127.0,1,0,0,1,20.0,0,,120.0,4.0,0,AS_NEW,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN
101,7012,HOUSE,MIXED_USE_BUILDING,205000.0,4,220.0,1,0,1,1,32.0,1,147.0,300.0,3.0,0,,Flénu,Oui,MONS,HAINAUT,WALLONIE
102,3090,HOUSE,HOUSE,460000.0,3,140.0,1,0,0,1,,0,,4117.0,4.0,0,GOOD,Overijse,Non,OVERIJSE,BRABANT FLAMAND,VLAANDEREN
103,1150,HOUSE,HOUSE,1350000.0,5,220.0,0,0,0,1,16.0,1,145.0,324.0,3.0,0,AS_NEW,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES
104,8530,HOUSE,HOUSE,337135.0,3,173.0,0,0,0,0,,0,,487.0,4.0,0,AS_NEW,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN
105,8800,HOUSE,HOUSE,130000.0,2,108.0,1,0,0,0,,0,,117.0,,0,TO_RENOVATE,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN
106,3040,HOUSE,HOUSE,525000.0,3,233.0,0,0,0,0,,0,,4166.0,4.0,0,,Huldenberg,Non,HULDENBERG,BRABANT FLAMAND,VLAANDEREN
107,5542,HOUSE,HOUSE,133000.0,1,62.0,1,0,0,0,,1,,0.0,3.0,0,GOOD,Blaimont,Oui,HASTIÈRE,NAMUR,WALLONIE
108,7300,HOUSE,HOUSE,140000.0,2,91.0,1,0,0,1,,0,,690.0,4.0,0,GOOD,Boussu,Non,BOUSSU,HAINAUT,WALLONIE
109,8501,HOUSE,HOUSE,215000.0,3,,0,0,0,0,,1,,223.0,2.0,0,,Bissegem,Oui,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN
110,1970,HOUSE,HOUSE,550000.0,3,215.0,1,0,0,1,38.0,1,100.0,340.0,3.0,0,TO_BE_DONE_UP,Wezembeek-Oppem,Non,WEZEMBEEK-OPPEM,BRABANT FLAMAND,VLAANDEREN
111,1180,HOUSE,HOUSE,3850000.0,5,510.0,0,0,1,0,,1,700.0,1025.0,3.0,0,TO_RENOVATE,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES
112,6730,HOUSE,HOUSE,269000.0,4,150.0,1,0,0,0,,0,,713.0,4.0,0,,Tintigny,Non,TINTIGNY,LUXEMBOURG,WALLONIE
113,8531,HOUSE,HOUSE,175000.0,5,186.0,0,0,0,0,,0,,0.0,,0,TO_BE_DONE_UP,Bavikhove,Oui,HARELBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN
114,2850,APARTMENT,APARTMENT,220000.0,2,136.0,0,0,0,1,,0,,,2.0,0,,Boom,Non,BOOM,ANVERS,VLAANDEREN
115,1380,HOUSE,FARMHOUSE,3200000.0,7,450.0,1,0,0,0,,0,,35000.0,4.0,1,GOOD,Couture-Saint-Germain,Oui,LASNE,BRABANT WALLON,WALLONIE
116,3200,HOUSE,EXCEPTIONAL_PROPERTY,550000.0,4,240.0,1,0,1,0,,1,,10074.0,4.0,0,TO_BE_DONE_UP,Aarschot,Non,AARSCHOT,BRABANT FLAMAND,VLAANDEREN
117,2000,APARTMENT,PENTHOUSE,945000.0,3,240.0,1,0,0,1,36.0,0,,,3.0,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN
118,8740,APARTMENT,APARTMENT,349000.0,3,130.0,1,0,0,1,15.0,0,,,,0,AS_NEW,Pittem,Non,PITTEM,FLANDRE-OCCIDENTALE,VLAANDEREN
119,6870,HOUSE,MIXED_USE_BUILDING,89000.0,3,180.0,0,0,0,0,,0,,96.0,2.0,0,TO_RENOVATE,Saint-Hubert,Non,SAINT-HUBERT,LUXEMBOURG,WALLONIE
120,7110,HOUSE,HOUSE,120000.0,3,106.0,1,0,0,1,,0,,158.0,2.0,0,TO_RENOVATE,Boussoit,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE
121,9000,APARTMENT,APARTMENT,195000.0,2,,1,0,0,1,4.0,0,,,,0,GOOD,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN
122,9500,HOUSE,VILLA,849000.0,2,233.0,1,0,0,1,,1,,13342.0,4.0,1,,Geraardsbergen,Non,GERAARDSBERGEN,FLANDRE-ORIENTALE,VLAANDEREN
123,1140,APARTMENT,APARTMENT,175000.0,1,50.0,1,0,0,0,,0,,,2.0,0,AS_NEW,Evere,Non,EVERE,BRUXELLES,BRUXELLES
124,8800,APARTMENT,APARTMENT,240000.0,1,71.0,1,0,0,1,18.0,0,,,2.0,0,AS_NEW,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN
125,1180,APARTMENT,DUPLEX,335000.0,3,120.0,0,0,0,1,2.0,0,,,2.0,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES
126,1495,HOUSE,HOUSE,550000.0,5,,0,0,0,0,,0,,4395.0,,0,TO_RENOVATE,Villers-La-Ville,Non,VILLERS-LA-VILLE,BRABANT WALLON,WALLONIE
127,1070,HOUSE,MIXED_USE_BUILDING,595000.0,3,304.0,1,0,0,1,40.0,0,,71.0,2.0,0,AS_NEW,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES
128,4101,HOUSE,HOUSE,135000.0,2,82.0,1,0,0,1,16.0,0,,61.0,2.0,0,GOOD,Jemeppe-Sur-Meuse,Oui,SERAING,LIEGE,WALLONIE
129,9200,HOUSE,HOUSE,159500.0,2,,1,0,0,0,,0,,70.0,2.0,0,TO_BE_DONE_UP,Dendermonde,Non,DENDERMONDE,FLANDRE-ORIENTALE,VLAANDEREN
130,3700,HOUSE,HOUSE,175000.0,5,140.0,1,0,0,1,32.0,1,413.0,802.0,2.0,0,GOOD,Tongeren,Non,TONGEREN,LIMBOURG,VLAANDEREN
131,4400,HOUSE,HOUSE,285000.0,3,,0,0,0,0,,0,,464.0,3.0,0,,Awirs,Oui,FLÉMALLE,LIEGE,WALLONIE
132,9690,HOUSE,HOUSE,281461.0,3,160.0,1,0,0,0,,1,,510.0,4.0,0,AS_NEW,Berchem,Oui,KLUISBERGEN,FLANDRE-ORIENTALE,VLAANDEREN
133,1755,HOUSE,HOUSE,425000.0,4,,0,0,0,1,,0,,340.0,3.0,0,TO_RENOVATE,Gooik,Non,GOOIK,BRABANT FLAMAND,VLAANDEREN
134,4570,HOUSE,HOUSE,220000.0,3,142.0,0,0,0,1,,1,40.0,110.0,2.0,0,,Marchin,Non,MARCHIN,LIEGE,WALLONIE
135,1000,APARTMENT,APARTMENT,225000.0,1,65.0,1,0,0,0,,0,,,2.0,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES
136,8860,HOUSE,HOUSE,249000.0,2,150.0,1,0,0,1,,1,36000.0,49800.0,,0,AS_NEW,Lendelede,Non,LENDELEDE,FLANDRE-OCCIDENTALE,VLAANDEREN
137,6060,APARTMENT,APARTMENT,149000.0,2,78.0,1,0,0,1,,0,,,3.0,0,GOOD,Gilly,Oui,CHARLEROI,HAINAUT,WALLONIE
138,5030,HOUSE,HOUSE,325000.0,3,164.0,0,1,0,1,,1,350.0,650.0,3.0,0,GOOD,Gembloux,Non,GEMBLOUX,NAMUR,WALLONIE
139,2660,HOUSE,APARTMENT_BLOCK,1399950.0,0,,1,0,0,0,,0,,0.0,2.0,0,GOOD,Hoboken,Oui,ANTWERPEN,ANVERS,VLAANDEREN
140,3620,APARTMENT,APARTMENT,242141.0,2,81.0,0,0,0,1,11.0,0,,,,0,,Lanaken,Non,LANAKEN,LIMBOURG,VLAANDEREN
141,1330,HOUSE,HOUSE,435000.0,3,114.0,1,0,0,1,25.0,1,394.0,394.0,3.0,0,JUST_RENOVATED,Rixensart,Non,RIXENSART,BRABANT WALLON,WALLONIE
142,7134,APARTMENT,APARTMENT,175000.0,2,90.0,1,0,0,1,5.0,0,,,3.0,0,,Epinois,Oui,BINCHE,HAINAUT,WALLONIE
143,2980,HOUSE,APARTMENT_BLOCK,645000.0,2,,1,0,0,0,,1,66.0,559.0,4.0,0,GOOD,Zoersel,Non,ZOERSEL,ANVERS,VLAANDEREN
144,8400,APARTMENT,FLAT_STUDIO,168000.0,1,46.0,1,0,0,0,,0,,,,0,,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN
145,4987,HOUSE,HOUSE,165000.0,2,,0,0,0,0,,1,500.0,0.0,3.0,0,TO_RENOVATE,Stoumont,Non,STOUMONT,LIEGE,WALLONIE
